,height,mean_velocity,std_velocity
0,10.0,1.236256282999792,0.07479736958321348
1,30.0,1.4647438910097583,0.17471804697858928
2,40.0,1.6983631420966439,0.010472545101492314
3,20.0,1.707577828277338,0.036522562298470396
