grid,velocity,T,D,X_h2,X_h,X_ch4,X_ch3,X_ch2,X_ch,X_ch2o,X_hco,X_co2,X_co,X_o2,X_o,X_oh,X_ho2,X_h2o2,X_h2o,X_c2h,X_hcco,X_c2h2,X_c2h3,X_c2h4,X_c2h5,X_c2h6,X_ch2oh,X_ch3o,X_hccoh,X_h2ccch,X_c3h2,X_ch2(s),X_ch2co,X_c2o,X_hcoh,X_ch3oh,X_ch2hco,X_c3h6,X_ac3h5,X_pc3h5,X_sc3h5,X_ch2chcho,X_pc3h4,X_ac3h4,X_ch3co,X_ch2chco,X_ch3chco,X_ch3hco,X_chocho,X_ic3h7,X_nc3h7,X_c2h5oh,X_c2h4oh,X_ch3choh,X_ch3ch2o,X_ch2chch2o,X_hcooh,X_c3h8,X_hoc2h4o2,X_n2
0.0146551724,0.925771283,453,0.811290739,2.441264e-06,-3.08566751e-19,2.67128829e-12,2.85204362e-13,-5.84258796e-21,-5.13221912e-24,1.14667264e-14,-9.93314317e-21,1.25385405e-13,1.71327029e-11,0.214285182,-3.74514364e-19,-7.50171495e-20,2.39909198e-13,1.43984612e-13,3.33612051e-10,-5.89937244e-22,-2.68234388e-20,6.46863086e-14,-8.62811657e-21,7.63933218e-13,-2.51357255e-19,-3.36306351e-14,-1.6186921e-21,-2.03416986e-18,1.03481677e-15,-3.94096163e-18,-1.1351911e-20,-9.67706981e-23,-4.40136635e-15,-3.91160877e-22,-3.9431192e-22,7.66451152e-15,-2.12784357e-19,-1.24927777e-14,1.07295049e-14,-2.19551619e-21,-2.53964482e-20,-2.25109702e-14,-4.38181752e-15,1.69216437e-15,-4.96113923e-18,5.26517299e-15,2.10860096e-14,-1.35542164e-13,-2.08979567e-14,-1.08717633e-18,-4.98185677e-20,0.0714284129,2.52841233e-20,1.16093971e-19,1.73716769e-17,-2.96129137e-19,-1.72855928e-16,4.87006174e-15,-8.06889569e-14,0.714283963
0.0150862069,0.925775637,453.000003,0.811286923,7.49227959e-06,2.42929548e-19,2.1651074e-11,5.87515776e-13,4.30456198e-21,1.24094132e-24,8.16741907e-13,7.0133472e-21,1.5820319e-12,1.47375639e-10,0.214284081,2.72440168e-19,7.91297494e-20,3.33558088e-12,1.33586518e-12,2.49127584e-09,4.34767778e-22,1.97420249e-20,5.79266277e-13,6.36076255e-21,6.79396735e-12,1.81148231e-19,5.95109941e-14,1.19280893e-21,1.29610056e-18,1.06967e-15,1.79991103e-18,8.35785634e-21,7.13136812e-23,8.44838e-15,2.88265565e-22,2.90588067e-22,7.12589466e-14,1.86953912e-19,-9.02128572e-15,1.07373418e-14,1.61773279e-21,1.86713485e-20,-2.24135792e-14,-4.34436038e-15,2.04011029e-15,2.82121303e-18,5.27880226e-15,2.11342633e-14,6.98981525e-14,-2.08861447e-14,7.07469215e-19,3.65133977e-20,0.0714280849,7.81209501e-20,3.0557276e-19,4.21737999e-17,2.10255778e-19,7.74702383e-15,5.05821733e-15,-7.88641198e-14,0.714280339
0.0155172414,0.925791455,453.000034,0.811273062,2.57872812e-05,1.08754607e-19,2.11414944e-10,3.7433304e-12,2.64543531e-22,2.20480158e-26,1.17041202e-11,5.59311747e-22,2.16069963e-11,1.56589116e-09,0.214280087,1.82698581e-20,1.13812915e-19,3.69341482e-11,1.43730509e-11,2.29098416e-08,2.65502292e-23,1.22736593e-21,6.89129857e-12,3.95047462e-22,7.69441651e-11,1.37373561e-20,1.35875262e-12,7.27298368e-23,3.46756786e-18,1.41949739e-15,5.97517104e-19,5.16807547e-22,4.36670921e-24,2.09147044e-13,1.7607685e-23,1.77403285e-23,9.4721006e-13,3.21028582e-20,4.40943245e-14,1.0758684e-14,9.92418027e-23,1.17375792e-21,-2.10976525e-14,-3.94172937e-15,7.40293462e-15,6.37806861e-19,5.31650807e-15,2.17384034e-14,3.20383195e-12,-2.08850209e-14,9.89542323e-20,2.36344871e-21,0.0714268967,5.19113073e-19,2.1313731e-18,2.5689181e-16,1.88009702e-20,1.33608023e-13,8.27895284e-15,-5.81212746e-14,0.714267204
0.0159482759,0.925849256,453.000372,0.811222414,9.20512006e-05,1.39348268e-18,2.1088772e-09,3.56587824e-11,-7.99725973e-22,-1.87486754e-26,1.58921756e-10,-1.18666263e-21,2.96896918e-10,1.70148684e-08,0.214265578,-4.92566279e-20,1.56050645e-18,4.01918803e-10,1.56970606e-10,2.16130134e-07,-8.04156014e-23,-3.64944062e-21,8.43172095e-11,-1.16728071e-21,8.93009072e-10,-3.29019386e-20,2.02999534e-11,-2.19978884e-22,2.80832355e-16,6.87919999e-15,8.08782069e-20,-1.54899319e-21,-1.32536072e-23,3.34809486e-12,-5.34340488e-23,-5.35696577e-23,1.30147985e-11,-1.00771009e-20,8.64320587e-13,1.11717743e-14,-2.99003304e-22,-3.44877383e-21,1.42714392e-15,2.47637217e-15,9.30530354e-14,1.44814039e-18,5.94902451e-15,3.20858709e-14,5.19304811e-11,-2.088373e-14,-1.19929345e-19,-6.67190076e-21,0.0714225923,5.05888194e-18,2.1050358e-17,2.45372835e-15,-2.61938294e-20,2.13677695e-12,6.67336276e-14,2.572231e-13,0.714219541
0.0161637931,0.925937083,453.001817,0.811145468,0.000190334825,1.08672761e-17,9.46076504e-09,1.60305825e-10,9.78302557e-21,1.11221259e-25,9.23802433e-10,1.79130071e-20,1.75045841e-09,8.20396241e-08,0.214243893,6.1401597e-19,1.73870589e-17,1.93453318e-09,7.59662707e-10,9.25930284e-07,9.86105583e-22,4.47930902e-20,4.50137503e-10,1.44128339e-20,4.55493863e-09,4.08318665e-19,1.26554017e-10,2.70776718e-21,8.33690299e-15,3.95964616e-14,1.19145385e-17,1.89686664e-20,1.62067056e-22,2.21502362e-11,6.54876941e-22,6.60208038e-22,7.68652502e-11,4.02354775e-19,5.71679414e-12,1.37045984e-14,3.67330891e-21,4.2349599e-20,1.4904549e-13,4.17333625e-14,6.16797399e-13,5.84907352e-17,1.00949259e-14,9.99126119e-14,3.4370217e-10,-2.0869541e-14,1.58952437e-18,8.38847758e-20,0.0714162049,2.33631553e-17,9.70456739e-17,1.11802214e-14,5.48630456e-19,1.43426171e-11,4.71958565e-13,2.28104536e-12,0.714148538
0.0163793103,0.926151839,453.010531,0.81095738,0.000417452301,1.09365248e-16,4.98914815e-08,8.47667679e-10,-1.38582753e-20,-7.20770135e-26,6.47681529e-09,2.21331666e-20,1.24671874e-08,4.68598086e-07,0.214192931,-8.54821976e-19,4.1023853e-16,1.10290518e-08,4.35760416e-09,4.63883858e-06,-1.40127205e-21,-6.33922078e-20,2.87639705e-09,-2.03231183e-20,2.76829657e-08,-5.60162764e-19,9.56779872e-10,-3.83830521e-21,2.2962044e-13,3.11661932e-13,1.67013843e-16,-2.68544821e-20,-2.29663158e-22,1.78565403e-10,-9.28910489e-22,-9.36700536e-22,5.48549293e-10,-4.56393888e-19,4.56058217e-11,3.47994544e-14,-5.21018954e-21,-5.99495989e-20,1.48763157e-12,3.74730365e-13,5.06086678e-12,1.31526642e-15,4.74761326e-14,7.14933866e-13,2.78355199e-09,-2.0869317e-14,-1.8919016e-18,-8.24158772e-20,0.0714014284,1.39319873e-16,5.41731022e-16,6.64762907e-14,5.18445827e-19,1.17564305e-10,4.35182656e-12,2.20145642e-11,0.71398296
0.0165948276,0.926718532,453.063024,0.810461475,0.000942201399,1.67248115e-15,2.72177334e-07,4.63925895e-09,3.31222893e-20,7.64419518e-26,4.67751623e-08,1.07666348e-18,9.14567888e-08,2.766018e-06,0.214070483,2.14980022e-18,1.25655157e-14,6.49865198e-08,2.58290321e-08,2.40559097e-05,3.33580472e-21,1.53687025e-19,1.89638354e-08,5.3761481e-20,1.73716213e-07,1.68147783e-18,7.44127747e-09,9.4954935e-21,6.10264273e-12,2.57445976e-12,3.95322157e-15,6.67222634e-20,5.70440839e-22,1.47939403e-09,2.21538026e-21,2.22978019e-21,4.03202127e-09,1.86933239e-18,3.73412197e-10,2.11553555e-13,1.24344422e-20,1.42863523e-19,1.36238591e-11,3.19962558e-12,4.27591656e-11,3.1744244e-14,3.8557693e-13,6.29117462e-12,2.32026496e-08,-2.07450904e-14,1.38248377e-17,1.45726566e-18,0.0713671906,1.24760175e-15,3.58428626e-15,5.85075789e-13,4.22565448e-17,9.90222671e-10,4.1489031e-11,2.18087787e-10,0.713592567
0.0167025862,0.927437994,453.188012,0.809832758,0.00146238664,1.30050766e-14,7.5817694e-07,1.29928715e-08,-4.7628926e-20,-8.90388162e-26,1.61411222e-07,9.58469379e-18,3.19622441e-07,8.17273916e-06,0.213939334,-1.67516794e-18,1.03529121e-13,1.91799572e-07,7.65240975e-08,6.45549303e-05,-5.95021406e-21,-2.02324662e-19,6.09688773e-08,-3.90786501e-20,5.37690951e-07,5.55999154e-18,2.72332434e-08,-8.08626502e-21,5.99575941e-11,9.91291714e-12,3.68725861e-14,-4.54726237e-20,-3.89231675e-22,5.69816008e-09,-3.96307729e-21,-3.99539028e-21,1.41127706e-08,2.59624144e-18,1.42442789e-09,7.907069e-13,-2.22126946e-20,-2.53195344e-19,5.63924255e-11,1.25371971e-11,1.67371159e-10,2.73827631e-13,1.57379829e-12,2.59433966e-11,8.98512525e-08,-2.04867829e-14,2.28192379e-16,9.8137294e-18,0.0713330165,6.678367e-15,1.38407423e-14,3.21808235e-12,4.75856774e-16,3.86543591e-09,1.79408822e-10,9.75218934e-10,0.713190273
0.0168103448,0.929124629,453.625605,0.808362673,0.00232295051,1.39989921e-13,2.33599609e-06,4.03642631e-08,4.00453747e-19,1.06127411e-25,6.33901143e-07,8.97888958e-17,1.27378509e-06,2.69290579e-05,0.213693621,5.39536185e-17,1.05275657e-12,6.3130625e-07,2.5282325e-07,0.000190596295,1.08173937e-20,2.40961466e-18,2.210988e-07,9.08114574e-19,1.86771017e-06,2.48328113e-16,1.14301287e-07,3.84049635e-19,5.59349215e-10,4.40668723e-11,3.24747047e-13,2.09032166e-18,2.0134382e-20,2.53325298e-08,7.32865364e-21,7.56592688e-21,5.63372137e-08,7.46083667e-17,6.26430654e-09,3.52175188e-12,4.09923359e-20,4.72193401e-19,2.71435437e-10,5.67713115e-11,7.57683643e-10,2.26621957e-12,7.53434905e-12,1.24766628e-10,4.02084093e-07,-1.90846326e-14,4.78714416e-15,1.12011133e-16,0.0712756265,5.47303749e-14,8.2697728e-14,2.568169e-11,6.67062296e-15,1.74446401e-08,9.07767716e-10,5.15284311e-09,0.71248239
0.0168642241,0.931027722,454.253469,0.806710316,0.0029640444,7.11790564e-13,4.45262161e-06,7.80178556e-08,2.13879889e-18,5.19462237e-26,1.42176897e-06,3.87064421e-16,2.88822456e-06,5.36565887e-05,0.213475171,5.53566484e-16,4.05841297e-12,1.25773083e-06,5.03992225e-07,0.000353319867,5.90087542e-21,1.56517609e-17,4.69852264e-07,4.61885792e-18,3.85509041e-06,3.2006291e-15,2.68596347e-07,3.2884094e-18,2.31196138e-09,1.07895005e-10,1.30681911e-12,1.47827128e-17,1.37080509e-19,6.20256353e-08,4.10886143e-21,5.40378361e-21,1.278708e-07,7.19210185e-16,1.52204542e-08,8.77260216e-12,2.67891415e-20,3.31042153e-19,7.03371213e-10,1.40818153e-10,1.87930673e-09,8.18839941e-12,1.94853994e-11,3.23318587e-10,9.88951591e-07,-1.6456925e-14,3.99358693e-14,4.49388184e-16,0.0712315083,2.00355141e-13,2.69074227e-13,9.67482052e-11,3.4480703e-14,4.31715812e-08,2.44013337e-09,1.42429649e-08,0.711905845
